0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,label
1.8579,1.442575,0.123121,0.553377,-1.655568,1.519563,-1.849801,-1.970042,-1.251403,-0.945162,0.123784,2.275591,3.656886,-38.721372,59.892456,-37.48781,-57.630404,0.71208,1.678498,1.524591,2.295986,0.385595,2.189108,1.845669,0.911949,1.623242,2.07345,1.981997,1.6725,1.95279,1.285496,2.32577,0.01755
0.89315,2.21186,-1.298749,-0.290286,-1.511595,-0.889229,-2.28475,1.457406,-0.375322,1.845831,1.231515,1.267685,40.36837,21.18789,4.871813,-19.441443,-52.327871,1.007067,0.532415,1.541664,1.251848,1.554804,1.595872,1.067014,2.307956,1.31461,1.146794,2.161084,1.089741,1.76894,0.571326,0.776044,0.003106
1.355238,-2.200063,1.658482,0.328624,0.260591,1.939151,0.430382,-0.093475,-1.811712,2.019151,1.963775,-0.40124,-6.834808,27.375177,44.603234,-53.448849,35.196449,0.575888,0.956932,1.650594,0.539227,1.289893,1.982131,1.680861,0.733861,0.996058,2.240537,2.211471,1.949931,0.488137,2.120815,1.537454,0.057615
1.933949,-2.179457,-0.730275,2.048552,1.296278,1.176073,-2.205159,0.832315,2.340413,1.011607,-0.214732,0.688373,18.073331,8.475727,-48.460646,21.917458,-33.279198,1.772896,1.807344,0.287579,1.845471,2.088857,2.16532,0.292436,2.468682,0.38796,1.444356,1.547362,0.259258,0.600467,2.30204,0.888665,0.004567
2.006699,0.021016,-0.213804,2.144117,0.534742,0.877829,-0.825351,1.598391,-1.171097,1.02342,0.398963,-0.360865,-7.010078,-68.382948,-12.207516,28.276283,39.489434,0.60878,0.261847,1.365659,1.887913,2.144863,0.719036,1.592076,0.269553,0.380861,1.386685,2.011468,2.000718,1.315371,0.448988,1.14956,-0.024026
1.949928,-2.224216,0.981995,1.599287,-0.241385,0.408522,0.074118,1.623495,1.353547,-2.344009,-0.181006,2.04311,-20.198023,-18.17241,-23.703271,19.124521,-24.168347,1.413995,2.01243,2.403387,0.979604,2.461248,1.451871,1.844089,1.348608,1.051301,1.461383,1.960275,1.098618,2.464999,1.488644,1.140096,-0.01663
0.199545,-1.467072,-1.859633,-2.284086,-1.518348,-1.284922,1.191173,1.815967,-1.182159,-1.114397,2.081161,-1.992382,8.831151,-74.847348,-59.370978,-48.0207,66.094259,0.568067,2.248839,2.244569,2.468091,1.706949,0.441724,0.547639,0.924471,0.579064,0.322942,2.187153,0.485214,2.489708,0.518824,0.373621,0.007352
2.295467,-0.413175,1.820744,-1.005273,-1.71513,-0.510185,1.863245,1.737394,-2.299162,-0.41933,2.057435,-0.196269,-0.862132,60.141579,-50.477304,27.957617,-66.326319,2.17826,1.760117,0.78986,1.680417,2.273139,1.153377,0.298995,2.463711,2.347851,1.324994,2.42907,0.630158,1.812774,1.549204,1.97546,0.001899
2.204809,-2.000548,-0.308344,1.283238,-1.222005,-1.64611,0.264885,-1.288912,0.107589,-1.313487,1.763831,-0.940575,58.01056,-16.526128,45.367512,41.772618,72.392899,2.236745,1.478108,1.817321,1.467801,1.83007,1.990762,0.491897,2.318502,0.816154,0.354589,0.825512,2.379017,0.883329,2.112131,1.84419,-0.007666
2.122157,-0.976226,1.111666,-0.85492,-0.557972,-0.17462,0.974785,-1.762951,1.578928,1.575122,-1.134769,-1.024463,29.145876,-45.257861,1.12603,25.194537,-5.416455,1.609608,2.428106,2.429433,2.223638,1.681365,2.446676,1.785786,2.454237,0.61611,1.968665,0.349717,2.190504,0.542247,0.289562,1.416305,-0.02255
1.10869,0.964889,1.56334,-1.234713,1.539284,-0.265464,0.975511,1.005796,1.069886,-0.894082,0.976223,-1.159869,39.229567,-68.662629,-62.800026,69.954731,29.168004,1.774662,2.251519,2.275907,0.416011,0.404077,2.330172,1.196768,0.579148,1.738944,0.424549,2.139343,2.432126,2.496787,0.252325,1.081444,-0.018181
1.622066,0.895739,-1.397403,0.390919,1.104077,-1.169936,1.691456,-1.54861,-0.972828,1.672808,0.766968,2.044124,72.251544,-68.307314,58.980728,-60.906798,-60.55969,2.474255,1.800512,2.447765,2.082655,1.44071,1.012999,1.220932,1.702934,0.455301,1.501219,0.989028,1.089394,0.44203,1.195569,0.673649,0.020373
2.127532,-0.181155,-0.46918,-1.683473,-0.942911,0.252781,-2.092058,-2.082573,1.814831,-1.424773,2.192165,2.256716,-44.28592,-13.452608,-47.989195,-4.399033,15.452409,2.254576,1.904264,2.464938,0.460893,0.979295,1.754134,1.481054,1.832875,1.88566,0.291617,2.205423,1.539292,1.875976,1.776952,2.481534,0.019751
0.382161,-0.005071,-0.402129,-1.024313,-1.264981,1.75689,0.217051,0.582309,-0.770773,-0.021046,-0.283608,2.331952,5.631577,-0.091539,-38.487907,-66.260269,-36.333661,1.227371,1.925602,1.090353,0.821983,1.571371,1.041461,0.334233,0.699247,1.991578,0.706731,1.777106,0.576604,1.727307,0.605954,2.274888,0.030228
1.428557,0.144122,0.093816,-1.877312,2.167098,0.370333,-0.884456,-2.171964,-2.030494,0.605087,0.357942,-1.782748,-40.645454,-28.139783,4.6671,-10.042896,-40.946001,1.683492,2.202616,1.618702,2.270582,0.92666,1.374676,0.431595,1.314611,1.161251,2.144263,1.881672,0.760396,1.475605,2.498401,0.374604,-0.004468
1.149375,1.469366,-1.999456,-0.80829,0.889751,1.629881,0.289206,2.211103,0.109198,2.167928,0.169202,2.215611,14.965727,-21.02023,-36.999692,46.178818,27.395943,0.529303,0.988201,0.693096,2.115385,0.281218,0.674309,1.359128,2.370624,1.580406,2.126278,1.111046,2.092743,2.234686,0.610506,2.274153,-0.04398
0.302244,-0.145252,-0.228739,0.897209,-0.259548,1.448377,-1.322003,0.003692,0.79,-1.980504,1.978456,1.297945,28.961956,13.59903,-41.098603,5.772977,-23.56912,1.732014,0.960027,1.920935,1.402724,1.578979,0.648938,2.45237,0.724643,1.327529,2.28636,0.609148,1.945769,0.28493,2.310488,1.116114,-0.007904
2.149208,1.277042,-1.684981,1.974405,-0.820628,0.867269,0.771238,-1.582216,-0.298746,-2.338057,0.891508,-1.826124,3.903987,64.307822,71.558138,-22.367902,-37.320793,2.116585,2.439006,1.124126,1.439304,2.137334,2.429882,0.771085,1.127161,0.689695,1.20032,1.783267,0.620737,0.973563,2.176657,1.821557,0.018471
0.506754,1.725089,-1.763008,0.620541,0.91085,-1.888292,1.415008,-1.390746,-0.825304,-2.327402,0.892673,-1.095686,26.201432,-32.540774,-12.781177,-13.246755,-38.205311,1.875068,2.260032,1.356474,0.51471,0.980689,0.434352,0.411806,1.721914,2.208719,0.690113,1.48111,0.511979,2.328411,0.849639,0.626509,0.013721
0.918536,0.050479,0.174968,0.150629,1.07216,-0.376139,2.251724,-0.465203,-0.805426,1.90336,2.073558,2.17703,-74.827635,-28.057288,41.164765,56.198741,-17.760831,1.28076,1.483091,2.314164,2.157837,0.512948,0.613097,0.826166,2.128245,0.412897,2.054478,0.356159,2.463975,2.271966,1.683374,2.461318,-0.019795
1.429979,0.468016,0.967566,-0.578064,1.416132,-1.346035,1.373283,-0.515078,-0.257928,0.410217,0.285703,-0.117003,-44.464894,-21.467936,-61.597066,38.109102,-0.324031,0.685165,1.561149,2.472307,0.563832,0.828528,1.315309,1.657379,2.06822,1.823435,0.724392,1.606203,1.45361,1.816403,1.79215,1.42136,-0.006534
0.555334,-1.740475,2.349794,-1.548286,-0.230274,-1.344861,2.25792,-0.005472,2.287681,0.6644,-1.784792,2.062295,43.465021,16.607642,-25.366269,-30.88083,-14.105852,2.469301,1.800622,2.045547,1.009823,1.840464,1.183196,1.967383,1.309948,1.548056,0.674278,0.832557,1.528047,1.882019,2.092765,0.34897,0.033472
1.615365,1.358633,-1.692767,-1.644881,2.064721,-0.25994,-0.428375,0.839901,-2.102102,-1.248435,1.814684,0.808703,42.644935,33.414602,-0.780985,73.983078,-66.401673,1.181137,1.127357,1.740176,0.895572,0.870506,0.343821,2.093554,2.362001,0.647794,1.228087,0.457582,1.583369,2.431436,2.137448,2.09583,0.036429
0.058462,-2.32323,0.33376,1.762379,-1.765606,-0.632137,2.115857,1.525954,1.891961,-1.008034,-0.993604,1.205914,-6.243385,67.425679,-26.618646,70.420711,60.886196,1.58933,1.361306,0.721249,0.52372,1.663837,0.363033,1.001154,2.393626,1.165952,2.40432,0.897154,0.472799,0.829333,1.35331,1.335429,0.008837
1.068128,-2.167173,-1.621591,-2.33193,0.184438,-0.905446,-1.51959,1.393584,1.39306,2.015585,-1.421079,-1.682297,-1.204554,5.057728,-44.760777,-44.373486,14.819392,2.417884,1.631744,0.978506,1.997143,1.983057,1.483774,0.295659,0.394563,2.171952,1.490183,2.248165,2.166486,1.885088,1.923471,1.274524,0.047883
0.385332,1.454533,-1.540512,-1.520985,1.521407,0.871935,-0.914214,1.906697,1.603879,1.531417,-0.543925,0.285084,-34.813774,34.907272,36.520063,-7.305502,66.429084,1.729327,0.806515,0.352373,1.828713,1.682646,1.48685,2.485314,0.924782,1.30826,2.427628,1.138783,0.279509,1.202152,1.068128,0.780989,0.002574
1.876758,-2.061053,0.645338,-1.7185,-0.596486,-1.883824,1.107543,0.536358,-0.228857,-1.089455,1.879717,0.544114,-58.079122,64.200867,73.972994,64.107343,2.120687,0.510863,1.579422,1.339567,2.104664,2.338422,0.355738,2.14175,2.399319,2.362223,2.126781,0.564546,1.569619,0.839151,2.106825,0.416683,-0.061501
0.312604,-0.371304,-1.298985,0.451543,2.132337,0.461426,-1.410851,0.571418,-0.031511,-1.812571,1.718996,-0.484174,24.995756,-46.336182,27.791743,-4.171009,-52.154962,1.848191,0.547907,0.930698,1.749032,1.227329,1.216862,0.791335,1.715216,2.132725,1.455975,1.078237,1.932892,2.110548,2.232811,0.607836,-0.011346
1.283408,1.630327,-1.641411,-0.866026,1.267808,-1.37505,-0.915236,-1.141011,-2.267876,2.315989,0.488698,-0.143157,63.192523,-73.271654,23.318099,-42.717203,-48.024066,1.517785,0.412623,1.952543,1.643464,2.201004,1.524457,2.299898,0.88866,1.706593,1.208971,0.925676,0.581097,0.750804,2.266619,1.816813,0.013439
0.205367,2.135366,-0.451703,-0.115757,0.69488,1.547388,-0.719353,1.816476,-2.059715,-0.428849,2.291472,-1.590068,-10.248137,-40.444861,43.213563,-9.64115,-38.808924,0.451112,0.83913,1.756453,2.200099,2.057407,2.333624,0.725852,1.401603,0.736678,1.096703,1.787169,0.956707,2.376387,1.677428,1.540304,0.006265
1.046923,-0.425479,-2.333547,1.283305,-0.104182,2.023997,-1.423515,-0.219914,-1.57851,0.731588,1.176068,-2.303852,27.225235,74.521333,-19.962492,40.395769,31.694197,1.890466,2.307676,1.104431,1.167835,0.309803,1.866919,0.314995,1.378902,1.702967,1.013993,2.174879,1.191657,2.423049,0.680848,1.011304,-0.041038
1.960824,1.828205,1.860469,2.195295,-1.676854,1.918682,0.406568,0.228913,2.037847,0.44925,1.297772,-2.001179,-47.774359,6.34847,48.73855,-1.191547,73.670527,0.333171,0.861259,2.427353,1.027797,2.443362,2.331626,0.891742,1.752203,0.53065,1.135737,0.838691,1.127474,1.453846,1.285652,0.457167,0.009771
0.022658,-0.886844,0.095493,-1.976596,1.689444,2.345177,0.964368,2.223372,-1.024315,-1.310861,-1.226092,0.344187,-65.579158,11.099039,-58.45407,62.44708,-1.927832,1.358834,1.918211,0.625366,2.284671,1.457991,1.210034,0.786485,1.209512,1.024857,0.274148,1.111055,2.24281,2.156004,1.214756,1.411108,-0.002865
0.391225,1.542879,-1.102041,-2.309569,-0.970985,-0.346944,-1.868488,-0.32352,0.695766,2.30896,0.170055,-2.300259,-0.291333,53.568839,31.471076,34.371683,34.873149,2.320308,1.920784,1.119551,1.045784,0.990895,0.976195,1.403759,0.979252,1.034863,1.947942,0.809147,1.833261,1.617813,0.839842,2.474406,-0.020396
2.295651,-2.040699,-1.257617,-1.704735,-0.152339,-1.533687,0.082816,1.736822,2.226512,-0.096202,-0.522183,-1.856116,8.591655,-50.046887,61.96464,-10.292133,-29.88062,1.321194,1.551064,1.731917,1.572676,0.466046,2.09107,1.114204,1.181583,1.860477,2.294007,0.879546,1.524944,1.475734,2.417888,1.695437,0.011708
1.663296,1.116368,-1.940541,-0.223596,-2.207027,-2.291497,1.166934,-0.304997,0.988522,-1.795675,-1.763567,0.659647,-49.83974,-56.509822,39.420197,-14.745844,-33.394033,2.072293,0.526962,2.145293,1.19131,1.090081,0.744843,1.07039,0.536151,1.340342,1.62238,1.081623,0.333324,1.171268,1.753624,1.90649,-0.012442
0.677232,1.8117,-2.214436,0.427346,0.730254,2.323758,-0.871902,1.478528,1.202049,0.83259,2.265207,-0.061619,35.101997,9.264678,11.447648,-49.374207,-32.294379,0.300461,2.347968,1.045197,2.370319,0.958362,0.938335,1.840783,2.042067,1.021681,0.886162,2.466387,2.307078,2.316619,0.667661,2.130953,0.032159
1.938313,0.488672,-0.582188,-1.906381,-1.00955,1.810894,-1.630371,0.893872,0.208988,1.727973,-0.413414,-2.190865,23.757368,-9.91016,-60.06214,35.616767,-38.989334,2.218993,2.360573,1.392878,0.346014,0.714129,2.372473,1.151929,0.71975,2.339929,0.942043,1.173306,2.258861,1.934298,1.004456,1.638446,-0.006344
1.992181,1.069642,-0.287975,-0.37055,1.945747,-1.816663,-1.080066,-0.544344,-2.04593,0.356926,-0.023099,-1.803795,-50.610392,41.149977,-42.328789,30.046015,-66.629769,2.17704,1.511078,2.430751,1.880279,2.099389,1.437239,1.181527,0.922957,2.132366,2.168,0.32564,0.288365,1.546958,2.470861,1.011476,0.009471
2.098992,0.810027,0.02969,-0.520477,-1.470674,-1.1448,0.029116,-0.734595,0.112656,-0.966513,-0.580094,0.287841,-59.603823,-61.445599,33.812579,-61.976454,-38.264812,0.374665,0.739925,1.671295,1.948009,1.93787,0.278836,1.145183,2.091193,0.931769,1.735801,1.607791,1.141871,0.42875,0.748568,0.687162,0.01273
0.313677,-1.191966,-0.997893,-0.202032,2.081158,-2.040364,-0.338293,2.1606,-0.469487,-2.122054,-2.004052,2.056097,27.806466,-56.722345,67.554096,31.699511,-26.323439,0.35433,0.97326,1.583492,2.258051,1.815119,0.450698,0.636244,0.604884,2.287802,2.334744,1.548854,0.581652,1.079154,1.583414,0.934305,0.019409
1.329336,0.713738,-1.950856,0.766628,1.044916,-1.175372,-0.137645,0.385824,0.296718,1.238976,-0.579515,0.593166,-66.060292,24.673616,-60.529215,-14.514914,-52.16486,1.602879,1.828763,0.263402,0.49287,0.667956,0.333648,2.118169,2.062078,2.092466,2.081191,1.576863,1.08332,1.855386,2.218523,1.220888,0.02221
1.532938,1.452775,1.910256,0.161239,0.317562,-1.87162,-1.120521,-1.898526,-0.939687,-2.106123,1.865401,0.277377,41.948498,28.409046,20.839355,-2.95544,-22.076991,2.155181,0.872238,2.446374,1.212978,0.770519,0.60893,0.535969,0.525402,0.6884,1.942161,0.39461,0.714055,1.113952,1.435022,2.167013,0.011462
0.773312,0.293576,0.264909,-0.878501,-1.058697,0.458491,1.097819,2.046222,-0.166995,1.895865,-1.371214,2.303832,-38.225197,-0.882568,16.682147,26.843812,-36.04638,1.652489,0.874203,1.730176,1.565689,2.277218,2.200532,0.33934,1.044189,1.180513,1.881087,2.170795,2.301454,2.27994,0.708695,1.037223,-0.019711
0.840909,0.696217,0.462579,-0.86987,-2.072082,-0.927795,-0.153762,-1.883582,0.4619,1.843034,1.335951,-1.211521,6.578402,13.209509,12.225297,-29.438895,70.490352,1.845113,0.559862,1.602336,1.705016,1.706118,2.226415,1.103663,1.77129,1.817523,0.359833,1.221483,1.960159,1.389562,0.866444,1.83132,-0.019126
2.13882,1.043853,-0.18373,-1.337927,0.974715,1.771093,-1.400863,-1.205396,-0.53024,-0.615594,2.112576,-1.777547,41.970439,-52.830435,-71.120251,31.934149,17.243938,1.658114,0.921042,1.458075,0.374028,1.284438,0.300876,0.323517,0.597315,1.076728,1.317144,0.983833,1.536047,1.343964,1.747449,1.621127,-0.027832
0.475351,1.727777,1.012334,-2.143695,1.83828,1.542958,0.222537,-1.462935,1.692206,1.629846,-0.288275,-0.70439,-36.744366,-12.557567,-5.024628,1.084148,71.275624,1.816289,2.117979,1.119612,2.065998,0.480806,0.413575,2.200356,1.885252,2.428556,0.995933,2.398179,1.19554,2.444957,2.136655,2.265003,-0.007355
0.519307,0.654894,-1.33906,0.795277,1.893169,0.433062,-2.170338,1.739809,0.59144,1.895369,-0.277056,-0.636925,55.588989,-65.854878,27.059233,-15.463478,55.323734,1.01488,1.340282,0.612731,1.417725,1.713129,0.802349,2.333394,1.357699,0.84308,0.639703,2.488938,1.077956,1.699961,2.25124,2.086859,-0.011715
1.105692,-2.292111,0.268712,1.77581,-2.24082,-0.054803,-2.152428,1.153447,-0.788797,-1.365878,-2.26425,2.00478,24.357244,22.192465,-61.237216,-63.893438,-7.012618,1.958998,2.131399,1.677847,1.832012,0.869813,2.203472,0.251457,2.242871,0.934319,1.846278,2.149996,1.484841,2.475568,1.37011,2.435394,-0.054279
1.530137,1.50259,0.338354,-1.142908,-1.162291,-1.773863,1.965129,-1.211877,-1.063063,-2.227599,0.672159,1.383994,13.689028,-28.506391,-6.911717,-65.235405,-61.44739,1.430685,1.280355,1.42999,0.848554,0.397999,1.415835,1.4441,1.732354,2.169183,2.212016,2.106343,1.301264,1.844984,0.642735,1.690146,0.032825
0.82582,1.565984,0.794233,-1.515972,0.942302,-1.066066,-0.8622,-0.39723,1.204294,0.861308,-0.458978,0.140137,-28.865062,-35.097506,66.210088,-57.057022,-7.360407,2.029587,0.511075,0.638391,0.682001,2.385583,0.9934,0.328854,0.306361,0.25338,0.81272,1.133844,0.513066,0.341963,2.379747,1.911541,0.048715
1.547539,1.81075,0.663553,-1.888594,1.061916,1.810907,-1.410524,1.34982,0.978642,1.79129,-1.235716,-1.174357,-61.299043,-53.023572,-17.180861,-8.730327,-30.606746,0.511229,0.975536,1.582667,1.886829,1.935547,1.745799,0.901927,1.936312,1.094729,2.368304,0.840618,2.01084,0.431175,1.006333,1.688943,1.70E-04
0.19636,1.553179,-2.350579,-2.218864,1.401581,-0.859105,-0.211272,2.299698,0.014992,2.215935,1.216588,0.145913,61.242618,4.677756,19.047521,31.68319,-0.626334,0.973161,2.159532,2.002274,0.470669,1.035269,2.016944,1.776658,2.044212,1.077331,2.458674,0.938545,0.87443,1.043987,2.29158,0.578638,0.009464
1.226105,-0.123492,-2.076662,2.206597,-0.225802,-1.588853,1.247008,-2.251728,0.400735,1.144465,-0.951944,-0.756119,39.133321,-36.27102,-7.041084,10.506473,32.283649,1.994253,0.655569,1.402317,1.49913,1.870052,1.222442,2.326042,1.543306,1.844789,1.863349,1.055002,0.671503,1.458948,1.532898,2.409893,-0.007256
1.847823,1.716492,-0.155067,-0.251903,-2.015577,1.564509,-0.436119,-2.086983,-1.618023,1.084752,-0.810065,-0.670495,-53.793036,-49.55795,29.533793,24.460701,-38.996467,0.420745,1.218951,2.158109,0.587165,1.484716,0.362888,0.816312,0.751201,2.183177,1.158402,1.513841,1.627738,1.146394,2.198407,0.62885,0.009684
0.817384,1.165312,0.707753,1.126586,0.153111,0.376494,-1.007517,-1.7184,1.088086,-1.318285,1.242772,1.966218,-55.834337,-7.709209,31.316775,-8.959165,23.315827,2.411622,2.126601,2.026584,1.796396,0.771234,1.385117,0.408136,0.798015,1.488717,2.365582,2.335342,0.3504,2.430645,2.345344,1.953545,0.007129
1.849695,0.197104,-0.089514,-1.218053,-1.20359,1.557292,0.799295,-1.2754,1.018101,0.532959,-0.813787,-1.966188,72.191058,-34.890461,-53.973654,64.802378,-16.427998,2.04465,1.686834,2.123141,2.386455,2.150034,2.117386,2.405566,1.592362,0.571019,2.36658,1.118443,0.429428,0.901719,0.697745,1.500469,-0.010807
0.533135,2.144835,-1.528394,-0.490911,0.657991,-1.127542,-2.088049,-0.675581,-2.336995,-0.115144,1.561273,1.742141,66.786467,30.146968,-19.903828,-23.635492,-41.717301,0.734746,2.369885,0.399997,1.241775,1.018048,0.586425,0.299411,0.451499,0.592185,0.359225,2.251996,1.290424,1.905466,2.417119,2.275929,0.009915
2.115061,2.284687,2.183962,1.047461,-0.802304,-2.173197,0.803059,0.735635,-1.493391,-1.243395,1.70581,-0.62602,39.479292,-71.544366,-46.158619,12.096694,59.130793,2.293496,1.28223,1.442557,0.55677,1.381407,1.055345,1.931234,1.247216,2.458108,0.42933,1.502236,2.3264,0.811665,1.397919,1.833136,-0.012424
0.126302,2.181378,0.040743,1.46539,1.862584,0.044094,1.234773,-0.536308,1.06727,2.260662,-1.051329,1.78121,-32.279665,25.676552,-4.183933,30.633942,64.658395,0.829744,1.514215,1.168302,1.399566,2.499103,0.916798,2.125863,0.888314,0.394228,1.046193,1.115772,0.52486,0.570007,1.106724,1.462195,0.011228
0.623609,0.643912,-2.131387,1.353981,0.230382,-1.547456,-0.420819,0.583448,-0.478074,-0.366736,0.068754,1.009289,-47.398403,25.036564,39.528471,5.009448,43.800085,0.595317,1.250101,1.450754,1.075395,1.40927,1.354156,2.047938,0.685,1.050833,0.350771,1.911425,1.314237,1.624086,0.511376,1.202588,-0.007275
0.896039,-1.066993,-2.319419,-1.596526,-0.46384,-1.466289,1.879488,1.404404,-0.539815,-1.324566,-0.646425,2.298403,57.600526,-7.963577,-43.834302,-73.117254,68.308919,0.895075,1.521658,0.257363,0.254556,0.320583,0.785571,1.600179,1.451595,1.706583,1.046666,2.312141,1.899024,2.149706,1.106458,1.486467,0.076893
1.683927,-0.840551,0.608586,-2.096783,-1.394307,0.593917,1.11779,-1.593744,-0.834408,0.180335,0.829857,-1.263575,58.205891,-33.588058,-64.487171,64.12122,-64.658987,1.771016,1.724587,2.13271,1.215731,2.045639,0.305218,1.292111,1.010116,2.272433,0.528648,1.228988,2.104195,1.209549,1.646343,1.091251,0.009019
1.467021,0.996067,-2.227128,-0.83134,-0.095049,0.011127,-1.483027,-1.408188,-1.794775,-0.786869,-1.938497,1.130885,54.694552,51.334094,-27.8745,-36.721944,64.291505,0.584797,2.186113,1.007618,0.79332,1.33157,0.440476,2.077321,1.787257,2.43214,0.478861,1.459473,1.357162,0.82506,1.526399,1.19478,0.041643
2.047178,1.762447,-0.628384,-0.784359,-2.171899,-0.939484,1.315945,1.850079,1.931569,0.233016,0.297123,-1.390386,16.365264,-49.004382,33.353302,18.942852,72.514562,1.408537,0.279051,0.254374,1.761613,1.18204,0.548676,0.34827,0.36758,0.918113,1.723954,0.489261,0.762475,0.415635,0.819596,1.952702,0.013332
0.829686,0.571108,-0.522869,0.752119,2.244237,0.93419,-0.751586,2.006243,1.781796,-0.583855,-1.665253,-1.029839,3.491671,34.514902,41.964192,-7.820787,-43.971303,1.739758,0.60485,1.720341,0.522993,0.690461,0.580524,2.374646,1.67391,0.9056,0.677408,1.698181,1.570132,0.456418,2.261918,1.562515,-0.015559
2.143226,-0.306345,1.894717,-1.82191,0.256173,-1.615447,1.96803,0.423655,-0.045786,-1.411616,1.846077,0.647463,32.160368,69.310951,9.160457,59.809944,-74.275442,0.664794,1.186645,1.43642,0.908723,1.413956,1.353295,1.073754,0.83827,0.8118,1.428328,2.156156,1.512791,1.984562,2.037907,0.858252,-0.063206
1.282175,-0.23667,-0.457031,-0.128805,-1.836966,1.693832,0.690047,0.430114,0.114539,-2.305001,0.394246,0.472011,68.0771,-28.18038,72.358359,-73.066558,20.361045,2.246162,2.242621,1.22745,0.996707,1.899183,0.322679,2.266278,0.583479,0.278063,1.662792,0.793799,0.378805,0.573654,1.648413,2.119891,-0.018333
0.15671,-0.400668,-0.016684,2.337497,-0.868961,-0.935431,-1.26688,-1.88543,-2.321907,-0.994537,-0.331891,1.384556,14.682972,26.710918,-19.605685,37.255733,57.097883,0.536671,1.078497,1.793032,0.496163,2.008254,1.974182,0.818338,1.052822,2.275236,0.387253,0.8051,1.310335,1.307363,0.842859,1.424205,-0.035242
